,tenure,Partner,Dependents,gender,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
3295,72,1,1,0,1,0,80.2,5714.2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,No
3296,24,0,0,0,1,1,49.3,1233.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,No
3297,42,1,0,0,1,0,84.35,3571.6,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3298,4,0,0,0,1,0,20.05,83.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3299,68,0,0,1,1,1,117.2,8035.95,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
3300,33,1,1,0,1,0,20.1,579.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3301,1,0,0,0,1,1,69.6,69.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3302,31,0,0,1,1,1,103.45,3066.45,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Yes
3303,4,0,0,0,1,0,77.95,305.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
3304,69,1,0,1,1,1,109.95,7634.25,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
3305,38,0,0,1,1,0,94.75,3653.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
3306,3,1,1,0,1,1,80.0,241.3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No
3307,48,1,1,0,1,0,79.65,3870.3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,No
3308,15,1,0,0,1,0,25.2,387.9,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3309,25,0,0,0,1,0,19.9,527.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
3310,1,0,0,0,1,0,78.45,78.45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
3311,48,0,0,0,0,1,44.8,2104.55,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,No
3312,1,0,0,1,1,0,20.3,20.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3313,1,0,0,1,1,0,19.2,19.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
3314,37,0,0,0,1,0,80.05,3019.1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,No
3315,66,1,0,1,1,1,107.35,7051.95,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,No
3316,26,1,0,0,0,0,47.85,1190.5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,No
3317,63,1,0,1,1,0,70.8,4448.8,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,No
3318,10,0,0,1,0,0,29.5,255.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Yes
3319,2,0,0,0,1,1,70.75,146.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3320,18,1,0,1,1,1,59.1,1011.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,No
3321,64,1,0,0,1,0,25.55,1714.95,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3322,9,0,0,0,1,1,84.45,762.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
3323,28,0,1,0,1,0,20.25,535.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3324,1,0,0,0,1,0,75.55,75.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
3325,4,0,0,1,1,1,85.65,338.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
3326,38,0,0,1,1,1,70.15,2497.35,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,Yes
3327,66,1,0,1,1,0,95.3,6273.4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,No
3328,1,0,0,0,1,1,70.25,70.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3329,18,1,0,0,1,1,50.3,908.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
3330,51,0,0,1,1,1,97.8,4913.3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3332,1,0,0,1,1,0,46.3,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3333,12,0,1,1,1,0,19.35,212.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3334,41,0,0,0,1,1,106.3,4443.45,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3335,12,0,0,1,1,0,25.0,316.2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
3336,55,1,1,0,1,0,20.3,1079.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3337,7,0,0,0,1,1,75.35,564.65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3338,12,0,0,0,1,1,89.4,1095.65,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,Yes
3339,68,1,1,0,1,0,88.0,6161.9,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3340,5,0,0,0,1,1,83.15,446.05,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Yes
3341,49,0,0,0,1,0,43.8,2106.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3342,40,0,0,1,0,0,62.05,2511.55,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,No
3343,16,0,0,0,1,0,20.1,318.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
3344,10,0,0,1,1,1,74.15,811.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3345,72,1,0,0,1,1,101.35,7323.15,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3346,2,0,0,0,1,1,84.05,186.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
3347,23,1,1,1,1,0,20.9,454.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3348,71,0,0,0,1,1,105.9,7521.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3349,11,1,0,0,1,1,99.5,1056.95,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3350,1,0,0,1,1,1,44.15,44.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3351,16,0,0,0,1,1,53.9,834.15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes
3352,1,0,0,0,1,1,85.45,85.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes
3353,12,1,0,1,1,1,85.05,999.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,No
3354,54,0,0,0,0,0,44.1,2369.7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,No
3355,68,1,0,0,1,0,90.2,6297.65,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,No
3356,4,1,1,0,1,0,50.85,239.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3357,1,0,1,0,1,0,59.2,59.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Yes
3358,27,0,0,1,1,0,53.45,1461.45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
3359,21,0,0,1,1,1,19.95,416.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3360,13,0,0,1,1,1,83.2,1060.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes
3361,64,0,0,0,1,0,74.65,4869.35,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,No
3362,1,0,0,0,1,1,54.9,54.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3363,57,1,0,1,0,1,57.5,3265.95,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3364,21,1,0,0,1,1,103.9,2254.2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3365,19,0,0,1,1,0,19.65,358.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3366,31,1,0,1,1,1,93.8,2939.8,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3367,52,0,0,1,1,1,89.25,4652.4,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,No
3368,46,0,0,0,1,1,94.15,4408.45,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,No
3369,11,0,0,0,1,1,55.6,580.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3370,53,1,1,0,0,1,48.7,2495.2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,No
3371,11,1,1,0,1,1,19.25,180.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
3372,57,0,0,1,1,1,104.9,5913.95,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,No
3373,2,0,0,0,1,1,75.45,158.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3374,2,0,0,0,1,0,54.85,104.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3375,71,1,1,0,1,0,19.9,1389.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3376,1,1,1,0,1,1,19.4,19.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3377,68,1,0,1,1,0,25.05,1629.2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3378,72,1,0,1,1,0,84.45,6033.1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,No
3379,2,0,0,0,1,0,19.3,44.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3380,1,1,0,1,1,1,95.1,95.1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3381,41,0,0,0,1,1,79.85,3320.75,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,No
3382,72,1,1,1,1,0,25.55,1867.7,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3383,6,1,0,1,1,1,75.5,438.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3384,4,1,1,0,1,1,73.75,325.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
3385,12,0,0,1,1,1,96.05,1148.1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3386,58,1,0,0,1,1,68.4,3972.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,No
3387,7,0,0,0,1,0,20.65,155.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3388,65,1,0,0,1,1,55.15,3673.15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,No
3389,1,0,0,1,1,1,70.6,70.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3390,56,1,0,1,1,0,19.95,1126.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
3391,4,0,0,1,1,0,19.0,73.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3392,58,1,1,0,1,1,44.1,2413.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
3393,62,1,0,1,1,1,107.6,6912.7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3394,26,0,0,1,1,0,61.55,1581.95,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,No
3395,62,0,0,1,1,0,90.7,5586.45,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No
3396,58,1,1,0,1,0,99.25,5846.65,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,No
3397,68,1,0,0,1,1,91.7,6424.7,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
3398,61,1,1,0,1,1,100.7,6018.65,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,No
3399,42,0,0,0,1,1,78.45,3373.4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3400,18,0,0,1,1,0,84.3,1537.9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
3401,56,0,0,0,1,1,19.55,1080.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3402,4,0,0,0,1,1,88.95,355.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
3403,4,0,0,0,1,0,20.45,82.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
3404,35,0,1,0,1,0,55.6,2016.45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,No
3405,64,1,1,0,1,1,86.8,5327.25,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
3406,31,0,0,0,1,0,20.95,683.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3407,67,1,0,0,1,1,20.05,1263.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3408,4,0,0,0,1,0,50.7,151.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
3409,70,1,0,0,1,1,113.65,7714.65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
3410,3,0,0,1,1,0,53.4,188.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Yes
3411,53,1,0,1,1,1,101.9,5549.4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3412,2,1,1,1,1,0,59.5,130.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,No
3413,29,1,1,0,1,1,87.8,2621.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,No
3414,47,0,0,0,0,0,41.9,1875.25,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,No
3415,68,1,1,0,1,1,83.0,5685.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Yes
3416,12,0,1,1,1,1,69.85,837.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,No
3417,8,1,1,0,1,0,56.3,401.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No
3418,54,1,0,1,1,0,109.55,6118.95,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,No
3419,69,1,1,1,1,1,92.15,6480.9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,No
3420,26,0,0,0,1,1,69.5,1800.05,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No
3421,72,1,0,0,1,1,97.0,7104.2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,No
3422,70,0,0,0,0,1,58.35,4214.25,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3423,1,0,1,1,1,0,50.6,50.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3424,10,0,0,1,1,1,89.5,863.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3425,28,1,1,0,1,1,70.4,1992.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No
3426,1,0,0,1,1,1,69.8,69.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3427,21,1,0,0,1,1,94.3,1948.35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
3428,51,1,0,1,1,1,93.8,4750.95,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Yes
3429,53,1,1,0,1,0,19.55,1007.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
3430,53,0,1,1,1,0,95.95,5036.9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,No
3431,24,1,0,1,1,1,101.05,2391.8,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3432,70,1,0,0,1,1,94.8,6859.05,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3433,61,0,0,1,1,1,107.75,6521.9,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3434,11,0,0,0,1,1,54.6,617.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,No
3435,2,0,0,1,1,1,71.3,157.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
3436,25,0,0,1,1,1,19.5,516.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
3437,41,0,0,0,1,1,56.3,2364.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,No
3438,18,1,0,1,1,1,94.7,1687.95,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3439,72,1,0,1,1,1,104.15,7689.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,Yes
3440,71,1,1,0,1,1,90.55,6239.05,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3441,34,1,1,0,1,1,60.8,2042.05,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,No
3442,29,0,0,1,1,1,98.8,2807.1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,No
3443,40,1,0,1,1,1,98.15,4116.8,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,No
3444,36,1,0,1,0,0,35.35,1317.95,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,No
3445,46,1,0,0,1,1,103.15,4594.65,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,No
3446,58,0,0,0,1,1,107.75,6332.75,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3447,39,0,0,1,1,0,81.4,3213.75,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,No
3448,4,1,1,1,1,0,61.45,229.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Yes
3449,52,1,1,0,1,1,95.7,4976.15,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,No
3450,70,1,0,1,1,1,104.8,7308.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3451,65,1,0,1,1,1,70.95,4555.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No
3452,1,0,0,1,1,1,44.95,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3453,70,1,0,0,1,1,97.65,6982.5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3454,29,1,1,0,0,1,35.65,1025.15,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,No
3455,1,0,0,1,1,1,90.55,90.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3456,67,0,0,0,1,1,85.25,5714.2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,No
3457,1,0,0,0,1,1,19.5,19.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3458,26,0,0,0,1,1,88.8,2274.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Yes
3459,30,1,1,0,1,1,25.1,789.55,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3460,48,1,0,0,1,1,100.05,4834.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,No
3461,55,1,1,0,1,0,55.7,3131.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3462,7,0,0,1,1,1,85.2,602.55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes
3463,37,0,0,1,1,1,91.15,3369.25,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No
3464,31,1,0,0,1,1,83.85,2674.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
3465,4,0,0,1,1,1,45.9,199.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3466,72,1,1,1,1,1,25.1,1790.8,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3467,5,0,0,1,1,1,91.4,449.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3468,1,1,1,1,1,0,19.7,19.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3469,15,0,0,0,1,1,91.5,1400.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
3470,8,1,1,1,1,1,51.3,411.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
3471,35,0,0,0,1,0,21.1,741.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3472,56,0,0,0,1,0,104.75,5841.35,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,No
3473,42,1,0,1,1,1,106.15,4512.7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Yes
3474,65,1,1,1,1,1,85.75,5688.45,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3475,2,1,1,0,1,0,20.3,31.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3476,65,1,0,1,1,1,100.75,6674.65,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,No
3477,18,0,0,0,1,1,74.15,1345.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3478,23,0,0,0,1,1,78.55,1843.05,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3479,4,0,0,0,1,1,45.3,196.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3480,70,1,0,1,1,0,19.85,1433.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3481,4,0,0,0,1,0,50.7,214.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3482,19,0,0,1,1,1,45.0,865.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3483,18,0,0,0,1,0,77.8,1358.6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,No
3484,38,1,0,0,1,1,83.45,3147.15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
3485,2,0,0,1,1,1,73.25,131.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
3486,47,0,0,1,1,0,94.8,4535.85,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,No
3487,52,1,1,0,1,0,20.1,1078.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3488,9,0,0,1,1,0,59.9,542.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,No
3489,26,1,0,0,1,1,90.1,2312.55,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
3490,8,1,1,1,1,1,51.05,415.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
3491,44,1,0,1,1,1,70.95,3250.45,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,No
3492,3,0,0,0,0,0,29.2,98.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3493,2,0,0,1,1,1,46.6,87.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3494,9,1,1,0,1,1,85.35,754.65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes
3495,1,0,0,1,1,1,75.35,75.35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3496,25,0,0,1,1,0,74.3,1952.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
